section,media_id,media,thumbnail,id,user,user_id,frame,dtype,x,y,width,height,url,Species,Disposition,Category,Fill Level,Count,Haul,Notes,Verification,Haul ID,Lat/Lon,Date/Time,Reviewer ID
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251336.png,139251336,Greg Sanborn,37,30338,box,677.9497487437185,514.2857142857141,85.28628128130215,86.21470272846383,https://cloud.tator.io/85/annotation/2314572?frame=30338,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251337.png,139251337,Greg Sanborn,37,31025,box,625.8492462311552,541.9285714285718,98.95475710495758,71.78285475991893,https://cloud.tator.io/85/annotation/2314572?frame=31025,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251338.png,139251338,Greg Sanborn,37,31472,box,602.0502512562816,561.214285714286,88.5252283100238,66.90915048254494,https://cloud.tator.io/85/annotation/2314572?frame=31472,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251339.png,139251339,Greg Sanborn,37,31628,box,649.0050251256281,545.7857142857141,80.60298154659864,74.53121648993208,https://cloud.tator.io/85/annotation/2314572?frame=31628,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251340.png,139251340,Greg Sanborn,37,31968,box,611.6984924623116,572.142857142857,87.28399294219213,67.39008697724292,https://cloud.tator.io/85/annotation/2314572?frame=31968,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251341.png,139251341,Greg Sanborn,37,32072,box,674.7336683417087,529.0714285714289,79.49485542809958,79.83599428094831,https://cloud.tator.io/85/annotation/2314572?frame=32072,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251342.png,139251342,Greg Sanborn,37,32280,box,615.5577889447231,561.8571428571429,90.63070146395033,67.46729417371613,https://cloud.tator.io/85/annotation/2314572?frame=32280,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251343.png,139251343,Greg Sanborn,37,32492,box,643.8592964824114,533.5714285714289,74.33920226654541,65.12748719170737,https://cloud.tator.io/85/annotation/2314572?frame=32492,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251344.png,139251344,Greg Sanborn,37,32664,box,647.0753768844224,507.85714285714295,81.93212937079053,101.65078041224832,https://cloud.tator.io/85/annotation/2314572?frame=32664,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_1/19 singleview,2314572,2022-01-20T17_12_22.113566.mp4,images/139251345.png,139251345,Greg Sanborn,37,32892,box,609.768844221106,573.4285714285711,107.82915411083764,55.29536518527338,https://cloud.tator.io/85/annotation/2314572?frame=32892,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
