section,media_id,media,thumbnail,id,user,user_id,frame,dtype,x,y,width,height,url,Species,Disposition,Category,Fill Level,Count,Haul,Notes,Verification,Haul ID,Lat/Lon,Date/Time,Reviewer ID
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252225.png,139252225,Greg Sanborn,37,25655,box,606.2832286128563,503.5051546391751,130.46095743365504,111.98802900156264,https://cloud.tator.io/85/annotation/2313280?frame=25655,"REDFISH, ACADIAN",KEPT,Baskets,0.75,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252226.png,139252226,Greg Sanborn,37,25859,box,600.7153214113101,499.1752577319588,135.4514789094605,121.51439744045473,https://cloud.tator.io/85/annotation/2313280?frame=25859,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252227.png,139252227,Greg Sanborn,37,26063,box,654.5384243595943,512.1649484536083,115.11674805419929,131.62013574847703,https://cloud.tator.io/85/annotation/2313280?frame=26063,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252228.png,139252228,Greg Sanborn,37,26260,box,647.1145480908647,513.40206185567,128.31448158034559,119.41269355732103,https://cloud.tator.io/85/annotation/2313280?frame=26260,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252229.png,139252229,Greg Sanborn,37,26528,box,658.2503624939584,509.69072164948415,95.23800959906495,117.35017650608904,https://cloud.tator.io/85/annotation/2313280?frame=26528,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252230.png,139252230,Greg Sanborn,37,26749,box,672.479458675689,505.9793814432991,106.41388534997287,130.29968832414264,https://cloud.tator.io/85/annotation/2313280?frame=26749,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252231.png,139252231,Greg Sanborn,37,27022,box,667.53020782987,504.1237113402062,112.51790764727576,114.25640092924031,https://cloud.tator.io/85/annotation/2313280?frame=27022,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252232.png,139252232,Greg Sanborn,37,27389,box,658.8690188496857,509.69072164948415,111.36353928984909,139.29083408427624,https://cloud.tator.io/85/annotation/2313280?frame=27389,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252233.png,139252233,Greg Sanborn,37,27773,box,604.4272595456742,514.0206185567012,119.61444053451828,104.35949371274543,https://cloud.tator.io/85/annotation/2313280?frame=27773,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_10/31 singleview,2313280,2021-11-01T18_08_06.994462.mp4,images/139252234.png,139252234,Greg Sanborn,37,28095,box,661.3436442725953,503.5051546391751,117.54969975306611,132.77391512826674,https://cloud.tator.io/85/annotation/2313280?frame=28095,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
