section,media_id,media,thumbnail,id,user,user_id,frame,dtype,x,y,width,height,url,Species,Disposition,Category,Fill Level,Count,Haul,Notes,Verification,Haul ID,Lat/Lon,Date/Time,Reviewer ID
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254008.png,139254008,Greg Sanborn,37,20042,box,620.009610764055,517.5384615384617,139.60761411632768,110.02134707397865,https://cloud.tator.io/85/annotation/2318156?frame=20042,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254009.png,139254009,Greg Sanborn,37,20210,box,664.2960115329164,532.3076923076922,94.1728879886144,111.90283400809729,https://cloud.tator.io/85/annotation/2318156?frame=20210,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254010.png,139254010,Greg Sanborn,37,20698,box,620.6246996636237,524.9230769230769,90.76286014498932,138.80898049319137,https://cloud.tator.io/85/annotation/2318156?frame=20698,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254011.png,139254011,Greg Sanborn,37,21502,box,619.3945218644877,524.3076923076922,123.57198531254541,112.4387191755612,https://cloud.tator.io/85/annotation/2318156?frame=21502,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254012.png,139254012,Greg Sanborn,37,21978,box,616.3190773666508,532.3076923076922,129.5182432075123,115.92197276407776,https://cloud.tator.io/85/annotation/2318156?frame=21978,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254013.png,139254013,Greg Sanborn,37,22422,box,629.235944257568,484.3076923076926,138.4195581347763,157.0320206109677,https://cloud.tator.io/85/annotation/2318156?frame=22422,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254014.png,139254014,Greg Sanborn,37,22890,box,606.4776549735706,523.0769230769228,125.57976129437236,111.94700036805288,https://cloud.tator.io/85/annotation/2318156?frame=22890,"FLOUNDER, NK",KEPT,Baskets,0.25,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254015.png,139254015,Greg Sanborn,37,22958,box,581.2590100913023,552.6153846153843,131.27687507616255,119.15495031284496,https://cloud.tator.io/85/annotation/2318156?frame=22958,MONKFISH TAIL,KEPT,Baskets,0.25,1,PRIOR 1,,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254016.png,139254016,Greg Sanborn,37,25746,box,603.4022104757324,537.8461538461538,118.32027756254476,108.08686050791329,https://cloud.tator.io/85/annotation/2318156?frame=25746,"FISH, NK",KEPT,Baskets,0.25,1,PRIOR 1,not sure,Not verified,,,,
NE_41045721092214 singleview,2318156,2021-09-23T13_17_42.785699.mp4,images/139254017.png,139254017,Greg Sanborn,37,25867,box,604.6323882748673,531.6923076923081,105.60684617489306,105.62826647037167,https://cloud.tator.io/85/annotation/2318156?frame=25867,"FISH, NK",KEPT,Baskets,0.25,1,PRIOR 1,not sure,Not verified,,,,
