section,media_id,media,thumbnail,id,user,user_id,frame,dtype,x,y,width,height,url,Species,Disposition,Category,Fill Level,Count,Haul,Notes,Verification,Haul ID,Lat/Lon,Date/Time,Reviewer ID
NE_Harmony_8/24 singleview,2313949,2021-08-25T09_08_23.439155.mp4,images/139251279.png,139251279,Greg Sanborn,37,40405,box,647.6886112445939,550.7692307692308,39.5841160281335,38.89584100110413,https://cloud.tator.io/85/annotation/2313949?frame=40405,MONKFISH TAIL,KEPT,Individuals,N/A,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318164,2021-08-25T09_08_23.439155.mp4,images/139253534.png,139253534,Greg Sanborn,37,40405,box,647.6886112445939,550.7692307692308,39.5841160281335,38.89584100110413,https://cloud.tator.io/85/annotation/2318164?frame=40405,MONKFISH TAIL,KEPT,Individuals,N/A,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253535.png,139253535,Greg Sanborn,37,4452,box,655.2963671128102,499.77909940526786,109.9699050765385,119.03746864206958,https://cloud.tator.io/85/annotation/2318196?frame=4452,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253536.png,139253536,Greg Sanborn,37,4878,box,638.7762906309747,496.1087510620219,144.5964904341133,149.86758029892482,https://cloud.tator.io/85/annotation/2318196?frame=4878,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253537.png,139253537,Greg Sanborn,37,5277,box,601.4531548757171,532.8122344944775,140.91370902960898,122.21735130433945,https://cloud.tator.io/85/annotation/2318196?frame=5277,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253538.png,139253538,Greg Sanborn,37,5655,box,604.5124282982797,579.9150382327956,94.71834093249024,79.90744697430553,https://cloud.tator.io/85/annotation/2318196?frame=5655,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253539.png,139253539,Greg Sanborn,37,5994,box,652.237093690249,515.0722175021239,110.89900098430783,113.33014936178112,https://cloud.tator.io/85/annotation/2318196?frame=5994,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253540.png,139253540,Greg Sanborn,37,6363,box,641.8355640535373,500.3908241291417,121.300530621019,117.89319953949696,https://cloud.tator.io/85/annotation/2318196?frame=6363,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253541.png,139253541,Greg Sanborn,37,6588,box,662.6386233269593,513.237043330501,101.03001572629466,100.25408092985353,https://cloud.tator.io/85/annotation/2318196?frame=6588,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
NE_Harmony_8/24 singleview,2318196,2021-08-25T12_59_12.795402.mp4,images/139253542.png,139253542,Greg Sanborn,37,6888,box,609.4072657743782,542.5998300764654,125.50397682917185,110.29957820755776,https://cloud.tator.io/85/annotation/2318196?frame=6888,"REDFISH, ACADIAN",KEPT,Baskets,1.0,1,PRIOR 1,,Not verified,,,,
